Id,Sentiment,Instagram Comment Text,cleaned_text,normalized_text,final_text
312,positive,"Bandingin lagu Go Internasional yang paling ngena di gue ini seru enak didenger....... Tapi tumben agnes gak memberikan bumbu Indonesianya kaya ada Batik"" gtu atau apa..",bandingin lagu go internasional yang paling ngena di gue ini seru enak didenger tapi tumben agnes gak memberikan bumbu indonesianya kaya ada batik gtu atau apa,bandingin lagu go internasional yang paling ngena di gue ini seru enak didenger tapi tumben agnes tidak memberikan bumbu indonesianya kaya ada batik gtu atau apa,bandingin lagu go internasional paling ngena gue seru enak didenger tumben agnes beri bumbu indonesia kaya batik gtu apa
313,positive,"Nah ini baru keren, daripada mba mba superman wkwkwk",nah ini baru keren daripada mba mba superman wkwkwk,nah ini baru keren daripada mba mba superman wkwkwk,nah baru keren mba mba superman wkwkwk
314,positive,"Sumpah gua suka bgt sama lagu dia yg ini, asik bgt di dengernyaa",sumpah gua suka bgt sama lagu dia yg ini asik bgt di dengernyaa,sumpah gua suka banget sama lagu dia yang ini asik banget di dengernyaa,sumpah gua suka banget sama lagu yang asik banget dengernyaa
315,positive,Enak banget mak lagu2 dialbumnya paling suka yg inih sm beautiful mistake,enak banget mak lagu dialbumnya paling suka yg inih sm beautiful mistake,enak banget mak lagu dialbumnya paling suka yang inih sm beautiful mistake,enak banget mak lagu album paling suka inih sm beautiful mistake
316,positive,Mantap .gw suka bngt ama agnes.karena dy artis yg bertalenta .dan ke kayaan dy ga pernah dipamer ky artis ygblain.gw suka dy ga pernah pamer.keren bngt,mantap gw suka bngt ama agnes karena dy artis yg bertalenta dan ke kayaan dy ga pernah dipamer ky artis ygblain gw suka dy ga pernah pamer keren bngt,mantap saya suka bngt ama agnes karena dy artis yang bertalenta dan ke kayaan dy tidak pernah dipamer ky artis ygblain saya suka dy tidak pernah pamer keren bngt,mantap suka bngt ama agnes dy artis talenta ke kaya dy pernah pamer ky artis ygblain suka dy pernah pamer keren bngt
317,positive,enakk musik nyaa . apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa,enakk musik nyaa apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk bgt tuh kayaa nyaa,enakk musik nyaa apa lagii lhatt ka agnes nyaa dance kaya nyaa nyamaann dan enakk banget tuh kayaa nyaa,enakk musik nyaa apa lagi lhatt ka agnes nyaa dance kaya nyaa nyamaann enakk banget tuh kayaa nyaa
318,positive,"Asik bgts dancenya,apa lg lagunya mancappppp",asik bgts dancenya apa lg lagunya mancappppp,asik bgts dancenya apa lagi lagunya mancappppp,asik bgts dancenya apa lagu mancappppp
319,positive,Ganteng banget meski aura... Kenceng banget & diragukan.semoga langgeng mami..,ganteng banget meski aura kenceng banget diragukan semoga langgeng mami,ganteng banget meski aura kenceng banget diragukan semoga langgeng mami,ganteng banget meski aura kenceng banget ragu moga langgeng mami
320,positive,"Mami depe cantik banget. Awet muda, ngga kalah sm penyanyi pendatang baru. Semoga samawa...  <USERNAME>",mami depe cantik banget awet muda ngga kalah sm penyanyi pendatang baru semoga samawa,mami depe cantik banget awet muda ngga kalah sm penyanyi pendatang baru semoga samawa,mami depe cantik banget awet muda ngga kalah sm nyanyi datang baru moga samawa
321,positive,Ganteng yesss. Mami cuco deh sama babang. Semoga langgeng ya unchhh lope mami,ganteng yesss mami cuco deh sama babang semoga langgeng ya unchhh lope mami,ganteng yesss mami cuco deh sama babang semoga langgeng ya unchhh lope mami,ganteng yesss mami cuco deh sama babang moga langgeng unchhh lope mami
322,positive,Mbak dewi jadi lebih sabar keliahatannya... Keren semoga semakin langgeng,mbak dewi jadi lebih sabar keliahatannya keren semoga semakin langgeng,mbak dewi jadi lebih sabar keliahatannya keren semoga semakin langgeng,mbak dewi jadi lebih sabar keliahatannya keren moga makin langgeng
323,positive,Soal pasangan hidup ijk salut sih sama mami depe.. ga matre n neko2.. yg penting single n cocok doi mau diajak merit.. ga kyk tetangga sblh saking matrenya suami org di embat jg..,soal pasangan hidup ijk salut sih sama mami depe ga matre n neko yg penting single n cocok doi mau diajak merit ga kyk tetangga sblh saking matrenya suami org di embat jg,soal pasangan hidup ijk salut sih sama mami depe tidak matre n neko yang penting single n cocok doi mau diajak merit tidak kyk tetangga sblh saking matrenya suami org di embat jg,soal pasang hidup ijk salut sih sama mami depe matre n neko penting single n cocok doi mau ajak rit kyk tetangga sblh saking matrenya suami org embat jg
324,positive,mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya,mau duda mau singgel itu ngak masalah yg penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya,mau duda mau singgel itu ngak masalah yang penting laki jaman sekarang setia menemani dunia akhirat amin good luck dewi persil sehat slalu dlm berkarya,mau duda mau singgel ngak masalah penting laki jaman sekarang setia tani dunia akhirat amin good luck dewi persil sehat slalu dlm karya
325,positive,Muantepp ganteng...selamat menempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem...??????,muantepp ganteng selamat menempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem,muantepp ganteng selamat menempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem,muantepp ganteng selamat tempuh hidup baru mg langgeng rumah tanggax bhagia n selladem ayem
326,positive,"Mb depe langgeng yo karo masny.mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe2 blng jdi pembntuny gapapala ktny,pgn bgt ktmu mb depe ibuku kami dijambi mb",mb depe langgeng yo karo masny mb ibuku ngefans bgt sm mb depe dri mb sm mas saiful dlu smpe blng jdi pembntuny gapapala ktny pgn bgt ktmu mb depe ibuku kami dijambi mb,mb depe langgeng yo karo masny mb ibuku ngefans banget sm mb depe dri mb sm mas saiful dlu smpe blng jdi pembntuny gapapala ktny pgn banget ktmu mb depe ibuku kami dijambi mb,mb depe langgeng yo karo masny mb ibu ngefans banget sm mb depe dri mb sm mas saiful dlu smpe blng jdi pembntuny gapapala ktny pgn banget ktmu mb depe ibu dijambi mb
327,positive,Jangan di dengar kata 2 yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu,jangan di dengar kata yg menyakitkan hati lebih baik tenang jalanin aja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu,jangan di dengar kata yang menyakitkan hati lebih baik tenang jalanin saja dengan pilihan andah sendiri bahagia itu biasanya ada di kata hatimu maju trus dan sukses bersama pasangan mu,jangan dengar kata sakit hati lebih baik tenang jalanin dengan pilih andah sendiri bahagia biasa di kata hati maju trus sukses sama pasang mu
328,positive,"Cakep,ganteng pacarnya dewi persik,udah ini aja jgn ganti lg yaa dewi",cakep ganteng pacarnya dewi persik udah ini aja jgn ganti lg yaa dewi,cakep ganteng pacarnya dewi persik udah ini saja jgn ganti lagi yaa dewi,cakep ganteng pacar dewi persik udah saja jgn ganti yaa dewi
329,positive,"Beruntungnya Bella.. Orang2 jadi fokus ama komen lakinya. Coba kalo ngga, pasti model bajunya yang diceramahin ama netizen ??",beruntungnya bella orang jadi fokus ama komen lakinya coba kalo ngga pasti model bajunya yang diceramahin ama netizen,beruntungnya bella orang jadi fokus ama komen lakinya coba kalo ngga pasti model bajunya yang diceramahin ama netizen,untung bella orang jadi fokus ama komen laki coba kalo ngga model baju diceramahin ama netizen
330,positive,Beginilah pasangan suami istri yg normal.. Romantisme hanya dia dan istri yg tau. Ga perlu diumbar.. Tp dijaga. Yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya.,beginilah pasangan suami istri yg normal romantisme hanya dia dan istri yg tau ga perlu diumbar tp dijaga yg suka umbar kemesraan iti kebanyakan menutupi kenyataan yg sebenarnya,beginilah pasangan suami istri yang normal romantisme hanya dia dan istri yang tau tidak perlu diumbar tp dijaga yang suka umbar kemesraan iti kebanyakan menutupi kenyataan yang sebenarnya,begini pasang suami istri normal romantisme dia istri tau perlu umbar tp jaga suka umbar mesra iti banyak tutup nyata benar
331,positive,"Naksir Ama ceweknya, kyanya lembut banget Kya bolu ??",naksir ama ceweknya kyanya lembut banget kya bolu,naksir ama ceweknya kyanya lembut banget kya bolu,naksir ama cewek kyanya lembut banget kya bolu
332,positive,Cewex luar biasa cntik... Cowox.. Mmmmhh hehe,cewex luar biasa cntik cowox mmmmhh hehe,cewex luar biasa cntik cowox mmmmhh hehe,cewex luar biasa cntik cowox mmmmhh hehe
333,positive,"Cewenya cantikk, the power of tajir ??",cewenya cantikk the power of tajir,cewenya cantikk the power of tajir,cewenya cantikk the power of tajir
334,positive,Alhamdulillah lebih ganteng babang Emran ya  <USERNAME> ??,alhamdulillah lebih ganteng babang emran ya,alhamdulillah lebih ganteng babang emran ya,alhamdulillah lebih ganteng babang emran
335,positive,"Alhamdulillah  <USERNAME> gak jadi sama yg ini... engku emran masyaallah ganteng, anteng, sabar, sholeh, penyanyang, senyumnya cute.. baper dech",alhamdulillah gak jadi sama yg ini engku emran masyaallah ganteng anteng sabar sholeh penyanyang senyumnya cute baper dech,alhamdulillah tidak jadi sama yang ini engku emran masyaallah ganteng anteng sabar sholeh penyanyang senyumnya cute baper dech,alhamdulillah jadi sama ini engku emran masyaallah ganteng anteng sabar sholeh nyanyang senyum cute baper dech
336,positive,Cantik manis cewe nya .. cocok ajalah,cantik manis cewe nya cocok ajalah,cantik manis cewe nya cocok ajalah,cantik manis cewe nya cocok aja
337,positive,"Cewenya manis, cakepan yg skrg Dr yg kmrn ga jd.",cewenya manis cakepan yg skrg dr yg kmrn ga jd,cewenya manis cakepan yang skrg dr yang kmrn tidak jd,cewenya manis cakep skrg dr kmrn jd
338,positive,yg ini lbh cantik sih. hebat jg ni lakik ciwik nya cakep2 lho..,yg ini lbh cantik sih hebat jg ni lakik ciwik nya cakep lho,yang ini lbh cantik sih hebat jg ni lakik ciwik nya cakep lho,ini lbh cantik sih hebat jg ni lakik ciwik nya cakep lho
339,positive,Semoga betul klo sma yg ini mh....klo bella mh udah dapet yg amat sangat pas lah????,semoga betul klo sma yg ini mh klo bella mh udah dapet yg amat sangat pas lah,semoga betul klo sma yang ini mh klo bella mh udah dapet yang amat sangat pas lah,moga betul klo sma ini mh klo bella mh udah dapet amat sangat pas lah
340,positive,"Semoga ga putus lagi ya. Ka bella udah bahagia banget tuh, ga malu??? ??????",semoga ga putus lagi ya ka bella udah bahagia banget tuh ga malu,semoga tidak putus lagi ya ka bella udah bahagia banget tuh tidak malu,moga putus ya ka bella udah bahagia banget tuh malu
341,positive,Yaampun cantiikk bangett aslii! Angguunn ??,yaampun cantiikk bangett aslii angguunn,yaampun cantiikk bangett aslii angguunn,yaampun cantiikk bangett asli angguunn
342,positive, <USERNAME> euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya. Lebih WOW... ?? terbaik ?? terpelihara hehe,euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya lebih wow terbaik terpelihara hehe,euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya lebih wow terbaik terpelihara hehe,euum tuju sekaliii emang cantik dari yang belum lebih wow baik pelihara hehe
343,positive,"Cantiik, senyumnya mirip Maudy Kusnaedi",cantiik senyumnya mirip maudy kusnaedi,cantiik senyumnya mirip maudy kusnaedi,cantiik senyum mirip maudy kusnaedi
344,positive,"Dari kisah jevin radhini rini gue jd belajar 1 hal. ""Kalau memang jodohmu, maka akan ada saja jalanNya"". Gue kebetulan ngikutin dr awal. Gue nonton pas live the remix jevin ngomong 'itu pacar saya nonton' sambil nunjuk radhini. Gue jg nntn pas jevin meluk radhini erat bgt di backstage stlh lolos ke final. Keliatan jevin ini anaknya gentle, tulus dan penyayang. Tapi Allah maha pembolak-balik hati. Mei '15 jevin radhini pcrn, sept '15 jevin rini dipasangin the remix, Des '15 final the remix, jan '16 jevin radhini putus, feb '16 jevin rini pcrn, april '16 jevin ngelamar rini, feb '17 jevin rini tunangan, mei '17 jevin rini nikah. Allah works in many ways??. Allah's plan is better than our plan. Jevin yg dulunya berfikiran akan nikah umur 30, siapa sangka di umur 25 dan dlm waktu pcrn baru 2 bulan udah yakin ngajakin anak orang nikah. Ah, happy wedding soundwave. Bahagia selalu??",dari kisah jevin radhini rini gue jd belajar hal kalau memang jodohmu maka akan ada saja jalannya gue kebetulan ngikutin dr awal gue nonton pas live the remix jevin ngomong itu pacar saya nonton sambil nunjuk radhini gue jg nntn pas jevin meluk radhini erat bgt di backstage stlh lolos ke final keliatan jevin ini anaknya gentle tulus dan penyayang tapi allah maha pembolak balik hati mei jevin radhini pcrn sept jevin rini dipasangin the remix des final the remix jan jevin radhini putus feb jevin rini pcrn april jevin ngelamar rini feb jevin rini tunangan mei jevin rini nikah allah works in many ways allah s plan is better than our plan jevin yg dulunya berfikiran akan nikah umur siapa sangka di umur dan dlm waktu pcrn baru bulan udah yakin ngajakin anak orang nikah ah happy wedding soundwave bahagia selalu,dari kisah jevin radhini rini gue jd belajar hal kalau memang jodohmu maka akan ada saja jalannya gue kebetulan ngikutin dr awal gue nonton pas live the remix jevin ngomong itu pacar saya nonton sambil nunjuk radhini gue jg nntn pas jevin meluk radhini erat banget di backstage stlh lolos ke final keliatan jevin ini anaknya gentle tulus dan penyayang tapi allah maha pembolak balik hati mei jevin radhini pcrn sept jevin rini dipasangin the remix des final the remix jan jevin radhini putus feb jevin rini pcrn april jevin ngelamar rini feb jevin rini tunangan mei jevin rini nikah allah works in many ways allah s plan is better than our plan jevin yang dulunya berfikiran akan nikah umur siapa sangka di umur dan dlm waktu pcrn baru bulan udah yakin ngajakin anak orang nikah ah happy wedding soundwave bahagia selalu,kisah jevin radhini rini gue jd ajar kalau memang jodoh saja jalan gue betul ngikutin dr awal gue nonton pas live the remix jevin ngomong pacar nonton nunjuk radhini gue jg nntn pas jevin luk radhini erat banget backstage stlh lolos final liat jevin anak gentle tulus sayang allah maha bolak balik hati mei jevin radhini pcrn sept jevin rini dipasangin the remix des final the remix jan jevin radhini putus feb jevin rini pcrn april jevin ngelamar rini feb jevin rini tunang mei jevin rini nikah allah works in many ways allah s plan is better than our plan jevin dulunya berfikiran akan nikah umur siapa sangka umur dlm waktu pcrn baru bulan udah yakin ngajakin anak orang nikah ah happy wedding soundwave bahagia selalu
345,positive,"Kalau kita bisa mengartikan jodoh,ini lah yang di bilang jodoh.cantik lahir batin tapi kl ga jodoh perpisahanlah yang terbaik..",kalau kita bisa mengartikan jodoh ini lah yang di bilang jodoh cantik lahir batin tapi kl ga jodoh perpisahanlah yang terbaik,kalau kita bisa mengartikan jodoh ini lah yang di bilang jodoh cantik lahir batin tapi kl tidak jodoh perpisahanlah yang terbaik,kalau bisa arti jodoh lah di bilang jodoh cantik lahir batin kl jodoh pisah baik
346,positive,Pingkan ni suaranya enak banget.. bindeng2 gimana gt.. berciri khas.. ibarat gw merem denger suaranya gw udh langsung tauk,pingkan ni suaranya enak banget bindeng gimana gt berciri khas ibarat gw merem denger suaranya gw udh langsung tauk,pingkan ni suaranya enak banget bindeng gimana gt berciri khas ibarat saya merem denger suaranya saya udh langsung tauk,pingkan ni suara enak banget bindeng gimana gt cir khas ibarat merem denger suara udh langsung tauk
347,positive,Hatinya terbuat dari apa ya .. Mbaa gigi yang berhati luarbiasanya ajah sampe di benci .. Cobaa sebutin heternya mbaa kesalahan apa yang mba gigi lakukan :'( duhh aku ajah jadi sukak sama sifatnyaaaaaaaaaaa,hatinya terbuat dari apa ya mbaa gigi yang berhati luarbiasanya ajah sampe di benci cobaa sebutin heternya mbaa kesalahan apa yang mba gigi lakukan duhh aku ajah jadi sukak sama sifatnyaaaaaaaaaaa,hatinya terbuat dari apa ya mbaa gigi yang berhati luarbiasanya ajah sampe di benci cobaa sebutin heternya mbaa kesalahan apa yang mba gigi lakukan duhh aku ajah jadi sukak sama sifatnyaaaaaaaaaaa,hati buat apa mbaa gigi hati luarbiasanya ajah sampe benci cobaa sebutin heternya mbaa salah apa mba gigi laku duhh aku ajah jadi sukak sama sifatnyaaaaaaaaaaa
348,positive,"Suka banget banget nih sama ni artis, gak neko neko, ternyata masih lahiran 1996 ??????",suka banget banget nih sama ni artis gak neko neko ternyata masih lahiran,suka banget banget nih sama ni artis tidak neko neko ternyata masih lahiran,suka banget banget nih sama ni artis neko neko nyata lahir
349,positive,"alhamdulillahhh... ada juga yang ngepost ayangnya Ibel.... biarin deh damai seisi dunia.... masing2 sdh punya pasangan, jadi engga ada lg yang bilang Ibel PHO.... Happy b""day Ibel",alhamdulillahhh ada juga yang ngepost ayangnya ibel biarin deh damai seisi dunia masing sdh punya pasangan jadi engga ada lg yang bilang ibel pho happy b day ibel,alhamdulillahhh ada juga yang ngepost ayangnya ibel biarin deh damai seisi dunia masing sdh punya pasangan jadi engga ada lagi yang bilang ibel pho happy b day ibel,alhamdulillahhh juga ngepost ayangnya ibel biarin deh damai isi dunia masing sdh punya pasang jadi engga lagi bilang ibel pho happy b day ibel
350,positive,"Ini kakaknya murid2ku waktu msh ngajar di sekolah internasional mihil. Anaknya cantik2 dan si ibu dan bpk ramah dan baik bngt. Seluruh sepupunya di sekolah yg sama, yg uang masuknya aja 70 jtan lbh/siswa. G tau skrg brp.",ini kakaknya muridku waktu msh ngajar di sekolah internasional mihil anaknya cantik dan si ibu dan bpk ramah dan baik bngt seluruh sepupunya di sekolah yg sama yg uang masuknya aja jtan lbh siswa g tau skrg brp,ini kakaknya muridku waktu msh ngajar di sekolah internasional mihil anaknya cantik dan si ibu dan bpk ramah dan baik bngt seluruh sepupunya di sekolah yang sama yang uang masuknya saja jtan lbh siswa g tau skrg brp,kakak murid waktu msh ngajar sekolah internasional mihil anak cantik si ibu bpk ramah baik bngt seluruh sepupu sekolah sama uang masuk jtan lbh siswa g tau skrg brp
351,positive," <USERNAME> justru karena ka bella sholehah, punya penghasilan sendiri, dan cantik jadi Allah mau kasih jodoh yang lebih baik lagi..",justru karena ka bella sholehah punya penghasilan sendiri dan cantik jadi allah mau kasih jodoh yang lebih baik lagi,justru karena ka bella sholehah punya penghasilan sendiri dan cantik jadi allah mau kasih jodoh yang lebih baik lagi,justru ka bella sholehah punya hasil sendiri cantik jadi allah mau kasih jodoh lebih baik
352,positive,"Mbak bela, nikahnya berdasarkan atas dasar agama mbak yg diutamakan ya. Biar laki2nya dpt yg baik. Saya yakin banyak laki2 yg baik dan kaya raya yg mau nikahin mbak",mbak bela nikahnya berdasarkan atas dasar agama mbak yg diutamakan ya biar lakinya dpt yg baik saya yakin banyak laki yg baik dan kaya raya yg mau nikahin mbak,mbak bela nikahnya berdasarkan atas dasar agama mbak yang diutamakan ya biar lakinya dpt yang baik saya yakin banyak laki yang baik dan kaya raya yang mau nikahin mbak,mbak bela nikah dasar atas dasar agama mbak utama biar laki dpt baik yakin banyak laki baik kaya raya mau nikahin mbak
353,positive,Duh geulis kitu ditinggal sama yg 'itu' duuuhhhh hahaha jodohnya pasti Allah kasih yg lebih baik Teeeh ??,duh geulis kitu ditinggal sama yg itu duuuhhhh hahaha jodohnya pasti allah kasih yg lebih baik teeeh,duh geulis kitu ditinggal sama yang itu duuuhhhh hahaha jodohnya pasti allah kasih yang lebih baik teeeh,duh geulis kitu tinggal sama itu duuuhhhh hahaha jodoh allah kasih lebih baik teeeh
354,positive,"Bu Ameeel.... udah lama ga ke bank,kangen bu Amel yg cantik,ramah,baik ama kangen tentengannya hihiii ????. Nanya si mba bu Amelnya pindah rumah dan lg hamil. Sehat2 yaa bu Amel,salam buat Annabel",bu ameeel udah lama ga ke bank kangen bu amel yg cantik ramah baik ama kangen tentengannya hihiii nanya si mba bu amelnya pindah rumah dan lg hamil sehat yaa bu amel salam buat annabel,bu ameeel udah lama tidak ke bank kangen bu amel yang cantik ramah baik ama kangen tentengannya hihiii nanya si mba bu amelnya pindah rumah dan lagi hamil sehat yaa bu amel salam buat annabel,bu ameeel udah lama ke bank kangen bu amel cantik ramah baik ama kangen tenteng hihiii nanya si mba bu amelnya pindah rumah lagi hamil sehat yaa bu amel salam buat annabel
355,positive,"Ambil positifnya aja mbak toh oma nani yang menjalankan, mau mbak bilang gimana nggak mungkin kan oma langsung cerai karena itu udah pilihan hidup dia gimana jadi lebih baik didoakan semoga langgeng karena menikah juga ibadah heheu  <USERNAME>",ambil positifnya aja mbak toh oma nani yang menjalankan mau mbak bilang gimana nggak mungkin kan oma langsung cerai karena itu udah pilihan hidup dia gimana jadi lebih baik didoakan semoga langgeng karena menikah juga ibadah heheu,ambil positifnya saja mbak toh oma nani yang menjalankan mau mbak bilang gimana nggak mungkin kan oma langsung cerai karena itu udah pilihan hidup dia gimana jadi lebih baik didoakan semoga langgeng karena menikah juga ibadah heheu,ambil positif mbak oma nan jalan mau mbak bilang gimana mungkin kan oma langsung cerai itu udah pilih hidup gimana jadi lebih baik doa moga langgeng meni ibadah heheu
356,positive,"Alesha arti namanya : Yang dilindungi Allah....aamiin yra, ya nak....",alesha arti namanya yang dilindungi allah aamiin yra ya nak,alesha arti namanya yang dilindungi allah aamiin yra ya nak,alesha arti nama lindung allah aamiin yra nak
357,positive,Semoga anak nya bsok pas bangun langsung jd dewasa biar bisa bakal jodoh saya???? pasti gedenya ntar sama cakep kek kakaknya Fahri..,semoga anak nya bsok pas bangun langsung jd dewasa biar bisa bakal jodoh saya pasti gedenya ntar sama cakep kek kakaknya fahri,semoga anak nya bsok pas bangun langsung jd dewasa biar bisa bakal jodoh saya pasti gedenya ntar sama cakep kek kakaknya fahri,moga anak nya bsok pas bangun langsung jd dewasa biar bakal jodoh pasti gede ntar sama cakep kek kakak fahri
358,positive,min mnta doanya jg buat saya mudahan dilancarkan dan selamat saat melahirkan bulan mei ini. Aamiin,min mnta doanya jg buat saya mudahan dilancarkan dan selamat saat melahirkan bulan mei ini aamiin,min mnta doanya jg buat saya mudahan dilancarkan dan selamat saat melahirkan bulan mei ini aamiin,min mnta doa jg buat mudah lancar selamat lahir bulan mei aamiin
359,positive,"Waaah.... Hamil Malah makin cantik, cew kali yeee debay nya.... ??",waaah hamil malah makin cantik cew kali yeee debay nya,waaah hamil malah makin cantik cew kali yeee debay nya,waaah hamil malah makin cantik cew kali yeee debay nya
360,positive,mba acha cantik banget banget banget !! buat calon ibu yg blm d kasih momongan sm Allah smoga di segerakan ya ??,mba acha cantik banget banget banget buat calon ibu yg blm d kasih momongan sm allah smoga di segerakan ya,mba acha cantik banget banget banget buat calon ibu yang blm d kasih momongan sm allah smoga di segerakan ya,mba acha cantik banget banget banget buat calon ibu blm d kasih momong sm allah smoga segera
361,positive,"Gemulai'nya Momo,, Bak Putri keraton Jawa,,, semoga bersatu selama'nya dan cuma Maut yg memisah'kan,, Gbu...",gemulai nya momo bak putri keraton jawa semoga bersatu selama nya dan cuma maut yg memisah kan gbu,gemulai nya momo bak putri keraton jawa semoga bersatu selama nya dan cuma maut yang memisah kan gbu,gemulai nya momo bak putri keraton jawa moga satu lama nya cuma maut pisah kan gbu
362,positive,Berasa kaya mau manggung kk  <USERNAME> ?? semoga lancar dan cepat punya momongan biar Ada Princess Kecil MoMo atau gak prince ??,berasa kaya mau manggung kk semoga lancar dan cepat punya momongan biar ada princess kecil momo atau gak prince,berasa kaya mau manggung kk semoga lancar dan cepat punya momongan biar ada princess kecil momo atau tidak prince,asa kaya mau manggung kk moga lancar cepat punya momong biar princess kecil momo tidak prince
363,positive,"waaahhh sm dokter sigit ya, ini dokter the best banget, baik banget, humble orgnya, recomend banget buat yg mau program dan kehamilan ??",waaahhh sm dokter sigit ya ini dokter the best banget baik banget humble orgnya recomend banget buat yg mau program dan kehamilan,waaahhh sm dokter sigit ya ini dokter the best banget baik banget humble orgnya recomend banget buat yang mau program dan kehamilan,waaahhh sm dokter sigit ini dokter the best banget baik banget humble orgnya recomend banget buat mau program hamil
364,positive,"Ashanti bunda the best, Slalu belain/support anaknya. Mskipun bkn ank kndung??",ashanti bunda the best slalu belain support anaknya mskipun bkn ank kndung,ashanti bunda the best slalu belain support anaknya mskipun bkn ank kndung,ashanti bunda the best slalu bain support anak mskipun bkn ank kndung
365,positive,Smua orng berhak untuk melakukan apapun yg mereka suka.. Asal g mrugikan dirinya ataupun ornglain.. Mau aurel dandan berlebihan atau natural itu hak dia.. Apalagi aurel pinter banget dandannya.. Kliatan cantiiik banget.. ????,smua orng berhak untuk melakukan apapun yg mereka suka asal g mrugikan dirinya ataupun ornglain mau aurel dandan berlebihan atau natural itu hak dia apalagi aurel pinter banget dandannya kliatan cantiiik banget,smua orng berhak untuk melakukan apapun yang mereka suka asal g mrugikan dirinya ataupun ornglain mau aurel dandan berlebihan atau natural itu hak dia apalagi aurel pinter banget dandannya kliatan cantiiik banget,smua orng hak laku apa mereka suka asal g mrugikan diri atau ornglain mau aurel dandan lebih natural hak apalagi aurel pinter banget dandan kliatan cantiiik banget
366,positive,Beruntung si aurel dpt ibu sambung kaya ashanti .  <USERNAME>,beruntung si aurel dpt ibu sambung kaya ashanti,beruntung si aurel dpt ibu sambung kaya ashanti,untung si aurel dpt ibu sambung kaya ashanti
367,positive,salut ma bunda  <USERNAME> .. mskipun ibu sambung.. tpi sellu jdi org yg plingbdpan mmbela aurel n azriel dri pra hatters..,salut ma bunda mskipun ibu sambung tpi sellu jdi org yg plingbdpan mmbela aurel n azriel dri pra hatters,salut ma bunda mskipun ibu sambung tpi sellu jdi org yang plingbdpan mmbela aurel n azriel dri pra hatters,salut ma bunda mskipun ibu sambung tpi sellu jdi org plingbdpan mmbela aurel n azriel dri pra hatters
368,positive,"Keren ya ashanty segitu sayangnya sama anak nya(padahal bukan anak kandung), yang ibu kandung aja blm tentu begitu. Ini orang hatinya kek bidadari di tv tv. Beruntung banget itu aurel azriel punya ibu tiri macam dia",keren ya ashanty segitu sayangnya sama anak nya padahal bukan anak kandung yang ibu kandung aja blm tentu begitu ini orang hatinya kek bidadari di tv tv beruntung banget itu aurel azriel punya ibu tiri macam dia,keren ya ashanty segitu sayangnya sama anak nya padahal bukan anak kandung yang ibu kandung saja blm tentu begitu ini orang hatinya kek bidadari di tv tv beruntung banget itu aurel azriel punya ibu tiri macam dia,keren ashanty segitu sayang sama anak nya padahal bukan anak kandung ibu kandung blm begitu orang hati kek bidadari tv tv untung banget aurel azriel punya ibu tiri macam
369,positive,"Salut buat Bunda  <USERNAME> slalu yg trdpan melindungi ank""yh...mngalahin ibu kandung sndri yg cma Diam ajj...bt aurel pa yg slah pd dya jga Manusia ciptaan Allah klau pun Dya lbh sgla yh dri yg suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti Aurel yg lbh baek n bgs dri yg nyinyiiir..",salut buat bunda slalu yg trdpan melindungi ank yh mngalahin ibu kandung sndri yg cma diam ajj bt aurel pa yg slah pd dya jga manusia ciptaan allah klau pun dya lbh sgla yh dri yg suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti aurel yg lbh baek n bgs dri yg nyinyiiir,salut buat bunda slalu yang trdpan melindungi ank yh mngalahin ibu kandung sndri yang cma diam ajj bt aurel pa yang slah pd dya jga manusia ciptaan allah klau pun dya lbh sgla yh dri yang suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti aurel yang lbh baek n bgs dri yang nyinyiiir,salut buat bunda slalu trdpan lindung ank yh mngalahin ibu kandung sndri cma diam ajj bt aurel pa slah pd dya jga manusia cipta allah klau dya lbh sgla yh dri suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti aurel lbh baek n bgs dri nyinyiiir
